kappa,gamma,method,mode,eigenvalue,spectral_radius,stationary_squared_tracking_error,lyapunov_max_abs_residual
1000.0,0.001,nag,19,14.563484775012437,0.9417498944531337,2.2807386497867213e-05,1.7867101231145398e-22
1000.0,0.001,nag,20,16.768329368110084,0.9406957550497933,2.1611956851491416e-05,8.470329472543003e-22
1000.0,0.001,nag,21,19.306977288832496,0.9394805588409219,2.0503229945340045e-05,2.541098841762901e-21
1000.0,0.001,nag,22,22.229964825261945,0.9380794378181757,1.9463812897158227e-05,3.3881317890172014e-21
1000.0,0.001,nag,23,25.59547922699536,0.9364635971011924,1.8478715969381985e-05,8.470329472543003e-22
1000.0,0.001,nag,24,29.4705170255181,0.9345996654595131,1.753520509767579e-05,1.6940658945086007e-21
1000.0,0.001,nag,25,33.93221771895328,0.932448928388543,1.6622694800191947e-05,4.235164736271502e-22
1000.0,0.001,nag,26,39.06939937054617,0.9299664190531337,1.573266849983493e-05,4.235164736271502e-22
1000.0,0.001,nag,27,44.98432668969446,0.9270998360366993,1.485861169964694e-05,1.6940658945086007e-21
1000.0,0.001,nag,28,51.7947467923121,0.923788248402695,1.3995942474357613e-05,5.293955920339377e-23
1000.0,0.001,nag,29,59.63623316594643,0.91996053727899,1.3141923909568992e-05,4.235164736271502e-22
1000.0,0.001,nag,30,68.66488450043002,0.9155335078245979,1.2295544901847165e-05,1.0587911840678754e-21
1000.0,0.001,nag,31,79.06043210907697,0.9104095842541591,1.145735938944489e-05,4.235164736271502e-22
1000.0,0.001,nag,32,91.02981779915217,0.904473970869678,1.0629279530379293e-05,4.235164736271502e-22
1000.0,0.001,nag,33,104.81131341546852,0.8975911195672994,9.814325072708656e-06,4.235164736271502e-22
1000.0,0.001,nag,34,120.67926406393289,0.8896002823417156,9.016338266637335e-06,8.470329472543003e-22
1000.0,0.001,nag,35,138.94954943731375,0.8803098349481377,8.239680014687877e-06,3.705769144237564e-22
1000.0,0.001,nag,36,159.98587196060572,0.8694899166956767,7.488927454937577e-06,1.0587911840678754e-22
1000.0,0.001,nag,37,184.20699693267164,0.8568627094001673,6.768595093940878e-06,1.5881867761018131e-22
1000.0,0.001,nag,38,212.09508879201903,0.8420893183547592,6.082900844137893e-06,1.3234889800848443e-22
1000.0,0.001,nag,39,244.205309454865,0.8247516119963765,5.435595536585975e-06,1.852884572118782e-22
1000.0,0.001,nag,40,281.1768697974231,0.804326312625864,4.8298711448849254e-06,2.117582368135751e-22
1000.0,0.001,nag,41,323.74575428176433,0.7801466664329293,4.268361441287057e-06,4.235164736271502e-22
1000.0,0.001,nag,42,372.7593720314938,0.7513431740367751,3.7532529004882924e-06,4.235164736271502e-22
1000.0,0.001,nag,43,429.1934260128778,0.7167467590358608,3.2865404461474902e-06,2.117582368135751e-22
1000.0,0.001,nag,44,494.1713361323833,0.6747190507765842,2.870508292058761e-06,2.117582368135751e-22
1000.0,0.001,nag,45,568.9866029018293,0.6228258644182607,2.508634515905585e-06,1.0587911840678754e-22
1000.0,0.001,nag,46,655.1285568595509,0.5571214399270631,2.2074459501443465e-06,1.0587911840678754e-22
1000.0,0.001,nag,47,754.3120063354615,0.4702331276059617,1.9808861843378656e-06,4.235164736271502e-22
1000.0,0.001,nag,48,868.511373751352,0.34400547033991064,1.8627368425266463e-06,2.117582368135751e-22
1000.0,0.001,nag,49,1000.0,0.0,1.953125e-06,0.0
